Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFMClass,Segment
15125,20,24,17024.87,4,5,5,455,Champions
15126,532,2,449.49,1,2,2,122,Lost
15127,61,2,711.5,3,2,3,323,Potential Loyalist
15128,55,5,1783.68,4,4,4,444,Champions
15129,45,23,6860.18,4,5,5,455,Champions
15130,165,1,330.11,3,1,2,312,Potential Loyalist
15131,390,1,80.28,2,1,1,211,Lost
15132,13,5,977.93,5,4,3,543,Loyal Customers
15133,123,5,1806.9,3,4,4,344,Loyal Customers
15134,10,10,1596.29,5,5,4,554,Champions
15135,234,2,305.68,2,2,2,222,Lost
15136,17,2,1029.8,5,2,3,523,Recent Customers
15137,516,2,823.4,1,2,3,123,Lost
15138,389,1,502.52,2,1,2,212,Lost
15139,235,2,178.96,2,2,1,221,Lost
15140,47,8,3243.69,4,4,5,445,Champions
15141,453,7,1388.47,1,4,4,144,At Risk
15142,42,6,2619.92,4,4,4,444,Champions
15143,221,2,563.63,2,2,2,222,Lost
15144,3,29,12160.31,5,5,5,555,Champions
15145,39,3,1036.37,4,3,3,433,Loyal Customers
15146,160,2,1327.16,3,2,4,324,Potential Loyalist
15147,235,1,623.5,2,1,3,213,Lost
15148,6,1,301.29,5,1,2,512,Recent Customers
15149,129,5,1554.61,3,4,4,344,Loyal Customers
15150,13,13,9001.08,5,5,5,555,Champions
15151,418,2,2085.61,1,2,4,124,Lost
15152,5,14,5263.83,5,5,5,555,Champions
15153,26,1,329.25,4,1,2,412,Recent Customers
15154,70,3,1388.41,3,3,4,334,Loyal Customers
15155,379,1,383.97,2,1,2,212,Lost
15156,29,1,317.8,4,1,2,412,Recent Customers
15157,149,4,2223.41,3,3,4,334,Loyal Customers
15158,40,2,606.02,4,2,2,422,Recent Customers
15159,13,31,20281.94,5,5,5,555,Champions
15160,352,4,589.27,2,3,2,232,At Risk
15161,383,1,119.92,2,1,1,211,Lost
15162,727,1,312.9,1,1,2,112,Lost
15163,14,2,304.47,5,2,2,522,Recent Customers
15164,64,9,2068.92,3,5,4,354,Loyal Customers
15165,368,1,975.5,2,1,3,213,Lost
15166,463,1,167.16,1,1,1,111,Lost
15167,316,5,1659.67,2,4,4,244,At Risk
15168,21,1,106.56,4,1,1,411,Recent Customers
15169,378,2,569.22,2,2,2,222,Lost
15170,402,1,81.15,2,1,1,211,Lost
15171,326,1,1289.5,2,1,4,214,Lost
15172,4,5,1624.05,5,4,4,544,Champions
15173,376,7,1494.6,2,4,4,244,At Risk
15174,318,2,481.46,2,2,2,222,Lost
15175,67,1,224.14,3,1,1,311,Potential Loyalist
15176,663,1,988.04,1,1,3,113,Lost
15177,421,1,948.93,1,1,3,113,Lost
15178,255,1,40.5,2,1,1,211,Lost
15179,14,13,7491.92,5,5,5,555,Champions
15180,362,3,904.43,2,3,3,233,At Risk
15181,61,5,1200.2,3,4,3,343,Loyal Customers
15182,149,11,2998.95,3,5,5,355,Loyal Customers
15183,543,3,639.93,1,3,3,133,At Risk
15184,24,4,689.95,4,3,3,433,Loyal Customers
15185,65,1,310.62,3,1,2,312,Potential Loyalist
15186,9,5,1403.2,5,4,4,544,Champions
15187,4,15,4447.26,5,5,5,555,Champions
15188,720,1,310.43,1,1,2,112,Lost
15189,3,44,16771.56,5,5,5,555,Champions
15190,430,1,834.44,1,1,3,113,Lost
15191,458,3,588.05,1,3,2,132,At Risk
15192,115,5,1981.39,3,4,4,344,Loyal Customers
15193,56,1,499.32,4,1,2,412,Recent Customers
15194,27,27,11721.05,4,5,5,455,Champions
15196,428,2,316.25,1,2,2,122,Lost
15197,6,6,1877.51,5,4,4,544,Champions
15198,87,5,571.35,3,4,2,342,Potential Loyalist
15199,54,10,3122.4,4,5,5,455,Champions
15200,490,1,549.05,1,1,2,112,Lost
15201,82,7,1842.95,3,4,4,344,Loyal Customers
15202,416,3,6001.49,1,3,5,135,At Risk
15203,21,15,4400.18,4,5,5,455,Champions
15204,352,1,316.58,2,1,2,212,Lost
15205,80,2,653.24,3,2,3,323,Potential Loyalist
15206,5,4,420.3,5,3,2,532,Potential Loyalist
15207,411,3,683.92,1,3,3,133,At Risk
15208,26,5,762.92,4,4,3,443,Loyal Customers
15209,725,1,178.98,1,1,1,111,Lost
15210,220,3,1176.19,2,3,3,233,At Risk
15211,55,2,1277.48,4,2,4,424,Recent Customers
15212,236,2,208.28,2,2,1,221,Lost
15213,314,2,328.35,2,2,2,222,Lost
15214,5,7,1532.68,5,4,4,544,Champions
15215,42,7,2422.43,4,4,4,444,Champions
15216,83,2,486.09,3,2,2,322,Potential Loyalist
15217,558,1,426.24,1,1,2,112,Lost
15218,6,22,11516.57,5,5,5,555,Champions
15219,171,2,685.45,3,2,3,323,Potential Loyalist
15220,47,6,1778.96,4,4,4,444,Champions
15221,362,4,2465.45,2,3,4,234,At Risk
15222,314,11,3550.91,2,5,5,255,At Risk
15223,221,5,1417.95,2,4,4,244,At Risk
15224,353,5,871.36,2,4,3,243,At Risk
15225,229,1,409.4,2,1,2,212,Lost
15226,306,1,154.41,2,1,1,211,Lost
15227,32,9,2488.49,4,5,4,454,Champions
15228,61,6,5580.27,3,4,5,345,Loyal Customers
15229,581,1,160.5,1,1,1,111,Lost
15230,234,2,429.6,2,2,2,222,Lost
15231,616,1,250.26,1,1,1,111,Lost
15232,108,2,612.06,3,2,2,322,Potential Loyalist
15233,396,1,59.4,2,1,1,211,Lost
15234,272,1,197,2,1,1,211,Lost
15235,213,16,2937.81,2,5,5,255,At Risk
15236,294,1,321.05,2,1,2,212,Lost
15237,73,3,1328.72,3,3,4,334,Loyal Customers
15238,24,3,1071.99,4,3,3,433,Loyal Customers
15239,5,2,780.59,5,2,3,523,Recent Customers
15240,40,12,4459.98,4,5,5,455,Champions
15241,62,11,3050.16,3,5,5,355,Loyal Customers
15242,417,1,302.04,1,1,2,112,Lost
15243,69,2,927.28,3,2,3,323,Potential Loyalist
15244,60,3,912.08,3,3,3,333,Loyal Customers
15245,129,8,4610.84,3,4,5,345,Loyal Customers
15246,233,3,780.4,2,3,3,233,At Risk
15247,118,3,976.06,3,3,3,333,Loyal Customers
15248,407,3,1893.93,1,3,4,134,At Risk
15249,27,18,9266,4,5,5,455,Champions
15250,636,1,60,1,1,1,111,Lost
15251,4,21,20324.54,5,5,5,555,Champions
15252,31,5,2103.41,4,4,4,444,Champions
15253,11,8,2055.09,5,4,4,544,Champions
15254,122,3,1088.35,3,3,3,333,Loyal Customers
15255,62,9,3729.42,3,5,5,355,Loyal Customers
15256,144,2,170.4,3,2,1,321,Potential Loyalist
15257,279,2,685.9,2,2,3,223,Lost
15258,164,2,623.16,3,2,3,323,Potential Loyalist
15259,508,4,1182.38,1,3,3,133,At Risk
15260,95,25,9188.23,3,5,5,355,Loyal Customers
15261,130,4,1508,3,3,4,334,Loyal Customers
15262,319,3,418.82,2,3,2,232,At Risk
15263,102,1,156.51,3,1,1,311,Potential Loyalist
15264,59,2,848.4,4,2,3,423,Recent Customers
15265,146,4,3345.64,3,3,5,335,Loyal Customers
15266,333,5,852.21,2,4,3,243,At Risk
15267,17,5,1717.36,5,4,4,544,Champions
15268,474,3,961.9,1,3,3,133,At Risk
15269,19,3,1225.36,5,3,3,533,Loyal Customers
15270,11,21,8524.86,5,5,5,555,Champions
15271,2,24,4709.54,5,5,5,555,Champions
15272,53,6,2085.48,4,4,4,444,Champions
15273,595,1,228.96,1,1,1,111,Lost
15274,13,1,383.99,5,1,2,512,Recent Customers
15275,33,1,615.14,4,1,3,413,Recent Customers
15276,61,4,649.53,3,3,3,333,Loyal Customers
15277,42,2,476.34,4,2,2,422,Recent Customers
15278,557,4,496.16,1,3,2,132,At Risk
15279,350,5,1580.54,2,4,4,244,At Risk
15280,167,3,406.22,3,3,2,332,Potential Loyalist
15281,54,16,8543.57,4,5,5,455,Champions
15282,565,1,348.59,1,1,2,112,Lost
15283,385,3,148.33,2,3,1,231,At Risk
15284,495,1,24.75,1,1,1,111,Lost
15285,403,1,94.92,2,1,1,211,Lost
15286,45,1,240.55,4,1,1,411,Recent Customers
15287,17,5,856.03,5,4,3,543,Loyal Customers
15288,38,10,3883.13,4,5,5,455,Champions
15289,24,5,1593.09,4,4,4,444,Champions
15290,3,24,10233.26,5,5,5,555,Champions
15291,21,40,13846.56,4,5,5,455,Champions
15292,196,1,180.94,2,1,1,211,Lost
15293,661,1,247.5,1,1,1,111,Lost
15294,406,1,233.35,2,1,1,211,Lost
15295,650,1,217.24,1,1,1,111,Lost
15296,46,12,10342.83,4,5,5,455,Champions
15297,5,3,641.94,5,3,3,533,Loyal Customers
15298,6,22,9147.15,5,5,5,555,Champions
15299,62,10,7991.54,3,5,5,355,Loyal Customers
15300,59,1,496.44,4,1,2,412,Recent Customers
15301,46,17,7603.44,4,5,5,455,Champions
15302,726,1,308,1,1,2,112,Lost
15303,285,3,1224.18,2,3,3,233,At Risk
15304,56,9,919.55,4,5,3,453,Loyal Customers
15305,550,1,93.6,1,1,1,111,Lost
15306,60,9,3484.73,3,5,5,355,Loyal Customers
15307,91,1,205.3,3,1,1,311,Potential Loyalist
15308,270,1,310.47,2,1,2,212,Lost
15309,606,4,797.96,1,3,3,133,At Risk
15310,474,1,1634.64,1,1,4,114,Lost
15311,2,206,115847.2,5,5,5,555,Champions
15312,71,12,2930.19,3,5,4,354,Loyal Customers
15313,105,1,52,3,1,1,311,Potential Loyalist
15314,194,3,820.45,2,3,3,233,At Risk
15315,60,2,570.5,3,2,2,322,Potential Loyalist
15316,322,1,165,2,1,1,211,Lost
15317,672,1,129.75,1,1,1,111,Lost
15319,279,1,204.5,2,1,1,211,Lost
15320,39,1,267.13,4,1,1,411,Recent Customers
15321,66,12,6709.73,3,5,5,355,Loyal Customers
15322,81,2,1390.86,3,2,4,324,Potential Loyalist
15323,558,3,434.6,1,3,2,132,At Risk
15324,696,1,140.22,1,1,1,111,Lost
15325,99,8,1602.01,3,4,4,344,Loyal Customers
15326,329,5,1700.52,2,4,4,244,At Risk
15327,48,1,208.75,4,1,1,411,Recent Customers
15328,403,1,107.24,2,1,1,211,Lost
15329,34,11,2984.33,4,5,5,455,Champions
15330,27,2,714.96,4,2,3,423,Recent Customers
15331,495,3,767.91,1,3,3,133,At Risk
15332,361,6,6553.74,2,4,5,245,At Risk
15333,203,1,1028.56,2,1,3,213,Lost
15334,152,3,351.67,3,3,2,332,Potential Loyalist
15335,49,1,173.97,4,1,1,411,Recent Customers
15336,397,1,240.5,2,1,1,211,Lost
15337,406,1,373.02,2,1,2,212,Lost
15338,672,1,283.43,1,1,1,111,Lost
15339,62,7,1827.84,3,4,4,344,Loyal Customers
15340,557,1,105.5,1,1,1,111,Lost
15341,76,2,2402.72,3,2,4,324,Potential Loyalist
15342,125,1,406.09,3,1,2,312,Potential Loyalist
15343,82,1,364.5,3,1,2,312,Potential Loyalist
15344,27,2,460.64,4,2,2,422,Recent Customers
15345,41,1,393.54,4,1,2,412,Recent Customers
15346,328,3,596.12,2,3,2,232,At Risk
15347,361,4,1363.6,2,3,4,234,At Risk
15348,67,1,158.04,3,1,1,311,Potential Loyalist
15349,153,2,473.81,3,2,2,322,Potential Loyalist
15350,368,2,663.25,2,2,3,223,Lost
15351,8,10,3738.29,5,5,5,555,Champions
15352,544,1,114.95,1,1,1,111,Lost
15353,250,7,3175.95,2,4,5,245,At Risk
15354,598,3,284.4,1,3,1,131,At Risk
15355,24,2,277.05,4,2,1,421,Recent Customers
15356,27,13,3464.95,4,5,5,455,Champions
15358,30,40,16220.35,4,5,5,455,Champions
15359,658,8,181.35,1,4,1,141,At Risk
15360,35,1,427.93,4,1,2,412,Recent Customers
15361,357,4,689.07,2,3,3,233,At Risk
15362,444,2,613.08,1,2,3,123,Lost
15363,368,2,1004.11,2,2,3,223,Lost
15364,91,2,913.19,3,2,3,323,Potential Loyalist
15365,21,13,4557.13,4,5,5,455,Champions
15366,70,7,2389.08,3,4,4,344,Loyal Customers
15367,52,11,5081.33,4,5,5,455,Champions
15368,16,2,722.74,5,2,3,523,Recent Customers
15369,487,11,6251.26,1,5,5,155,At Risk
15370,36,8,3739.01,4,4,5,445,Champions
15371,658,1,59.4,1,1,1,111,Lost
15372,132,8,6017.06,3,4,5,345,Loyal Customers
15373,3,17,3421.39,5,5,5,555,Champions
15374,124,2,307.32,3,2,2,322,Potential Loyalist
15375,685,1,60.96,1,1,1,111,Lost
15376,35,3,1233.36,4,3,4,434,Loyal Customers
15377,378,4,1211.75,2,3,3,233,At Risk
15378,458,2,246.5,1,2,1,121,Lost
15379,165,8,4877.84,3,4,5,345,Loyal Customers
15380,4,11,3479.06,5,5,5,555,Champions
15381,209,5,1890.57,2,4,4,244,At Risk
15382,10,12,13733.55,5,5,5,555,Champions
15384,165,4,2027.79,3,3,4,334,Loyal Customers
15385,35,3,942.08,4,3,3,433,Loyal Customers
15386,181,1,394.14,3,1,2,312,Potential Loyalist
15387,487,1,468.65,1,1,2,112,Lost
15388,265,1,140.54,2,1,1,211,Lost
15389,167,5,2733.8,3,4,4,344,Loyal Customers
15390,391,2,1216.66,2,2,3,223,Lost
15391,579,1,289.87,1,1,2,112,Lost
15392,25,6,2607.21,4,4,4,444,Champions
15393,11,5,891.34,5,4,3,543,Loyal Customers
15394,5,11,5286.8,5,5,5,555,Champions
15395,321,1,107.45,2,1,1,211,Lost
15396,108,2,796.38,3,2,3,323,Potential Loyalist
15397,285,1,94,2,1,1,211,Lost
15398,11,2,1345.53,5,2,4,524,Recent Customers
15399,17,2,549.13,5,2,2,522,Recent Customers
15400,87,8,1302.3,3,4,4,344,Loyal Customers
15401,447,2,216.95,1,2,1,121,Lost
15402,144,6,1830.54,3,4,4,344,Loyal Customers
15403,487,2,170.88,1,2,1,121,Lost
15404,371,1,257.06,2,1,1,211,Lost
15405,184,2,659.84,3,2,3,323,Potential Loyalist
15406,26,4,975.87,4,3,3,433,Loyal Customers
15407,29,4,1056.44,4,3,3,433,Loyal Customers
15408,259,1,267.18,2,1,1,211,Lost
15409,716,1,131.25,1,1,1,111,Lost
15410,79,10,4685.72,3,5,5,355,Loyal Customers
15411,21,4,1358.88,4,3,4,434,Loyal Customers
15412,166,1,190.53,3,1,1,311,Potential Loyalist
15413,687,5,6798.72,1,4,5,145,At Risk
15414,5,3,774.9,5,3,3,533,Loyal Customers
15415,308,1,572.81,2,1,2,212,Lost
15416,60,7,4572.82,3,4,5,345,Loyal Customers
15417,80,1,508.8,3,1,2,312,Potential Loyalist
15418,420,2,452.32,1,2,2,122,Lost
15419,20,1,135.86,4,1,1,411,Recent Customers
15420,429,6,743,1,4,3,143,At Risk
15421,54,10,3805.34,4,5,5,455,Champions
15422,318,7,1619.97,2,4,4,244,At Risk
15423,33,3,266.89,4,3,1,431,Potential Loyalist
15424,250,3,597.78,2,3,2,232,At Risk
15425,395,4,1944.57,2,3,4,234,At Risk
15426,14,9,2615.39,5,5,4,554,Champions
15427,28,3,1483.14,4,3,4,434,Loyal Customers
15428,10,4,762.75,5,3,3,533,Loyal Customers
15429,22,2,397.35,4,2,2,422,Recent Customers
15430,463,2,954.75,1,2,3,123,Lost
15431,498,1,153.24,1,1,1,111,Lost
15432,18,2,320.76,5,2,2,522,Recent Customers
15433,209,2,533.3,2,2,2,222,Lost
15434,3,11,2567.06,5,5,4,554,Champions
15435,17,1,149.29,5,1,1,511,Recent Customers
15436,7,3,1122.53,5,3,3,533,Loyal Customers
15437,258,2,393.45,2,2,2,222,Lost
15438,126,1,156.58,3,1,1,311,Potential Loyalist
15439,400,4,1269.05,2,3,4,234,At Risk
15440,50,3,383.68,4,3,2,432,Potential Loyalist
15441,391,3,1254.21,2,3,4,234,At Risk
15442,244,1,594,2,1,2,212,Lost
15443,8,13,4796.42,5,5,5,555,Champions
15444,4,2,1418.26,5,2,4,524,Recent Customers
15445,259,2,284.5,2,2,1,221,Lost
15446,372,3,406.95,2,3,2,232,At Risk
15447,326,5,492.88,2,4,2,242,At Risk
15448,308,2,788.81,2,2,3,223,Lost
15449,21,3,974.52,4,3,3,433,Loyal Customers
15450,25,1,429.84,4,1,2,412,Recent Customers
15451,429,2,233.21,1,2,1,121,Lost
15452,25,6,1799.11,4,4,4,444,Champions
15453,31,6,1253.09,4,4,4,444,Champions
15454,357,2,307.69,2,2,2,222,Lost
15455,593,1,38.25,1,1,1,111,Lost
15456,278,10,2119.27,2,5,4,254,At Risk
15457,257,1,237.07,2,1,1,211,Lost
15458,21,2,370.44,4,2,2,422,Recent Customers
15459,412,2,202.83,1,2,1,121,Lost
15460,349,1,216.76,2,1,1,211,Lost
15461,456,2,429.7,1,2,2,122,Lost
15462,90,4,737.05,3,3,3,333,Loyal Customers
15463,25,1,126.14,4,1,1,411,Recent Customers
15464,333,1,1048.85,2,1,3,213,Lost
15465,15,32,12655.65,5,5,5,555,Champions
15466,80,4,1571.01,3,3,4,334,Loyal Customers
15467,4,3,524.88,5,3,2,532,Potential Loyalist
15468,46,3,1430.48,4,3,4,434,Loyal Customers
15469,45,3,874.25,4,3,3,433,Loyal Customers
15470,571,1,63.42,1,1,1,111,Lost
15471,375,2,847.08,2,2,3,223,Lost
15472,108,1,371.56,3,1,2,312,Potential Loyalist
15473,9,8,2046,5,4,4,544,Champions
15474,591,1,163.1,1,1,1,111,Lost
15475,72,1,454.11,3,1,2,312,Potential Loyalist
15476,375,4,2209.98,2,3,4,234,At Risk
15477,645,1,368.4,1,1,2,112,Lost
15478,35,3,2024.98,4,3,4,434,Loyal Customers
15479,728,1,147.4,1,1,1,111,Lost
15480,111,5,6279,3,4,5,345,Loyal Customers
15481,396,1,1993.34,2,1,4,214,Lost
15482,11,19,14592.56,5,5,5,555,Champions
15483,157,10,862.2,3,5,3,353,Loyal Customers
15484,13,5,3981.75,5,4,5,545,Champions
15485,25,7,5771.51,4,4,5,445,Champions
15486,523,1,102,1,1,1,111,Lost
15487,675,1,231.32,1,1,1,111,Lost
15488,88,5,431.92,3,4,2,342,Potential Loyalist
15489,18,8,2419.61,5,4,4,544,Champions
15490,426,1,217.6,1,1,1,111,Lost
15491,90,6,3100.09,3,4,5,345,Loyal Customers
15492,23,2,659.46,4,2,3,423,Recent Customers
15493,28,9,4314.98,4,5,5,455,Champions
15494,16,5,3780.05,5,4,5,545,Champions
15495,374,1,246.5,2,1,1,211,Lost
15496,626,1,146.14,1,1,1,111,Lost
15497,13,9,8657.39,5,5,5,555,Champions
15498,12,43,25174.64,5,5,5,555,Champions
15499,719,1,161.6,1,1,1,111,Lost
15500,3,4,1131.56,5,3,3,533,Loyal Customers
15501,400,2,402.5,2,2,2,222,Lost
15502,11,14,13993.47,5,5,5,555,Champions
15503,358,2,267.15,2,2,1,221,Lost
15504,76,4,423.85,3,3,2,332,Potential Loyalist
15505,48,5,3610.96,4,4,5,445,Champions
15506,18,6,2040.03,5,4,4,544,Champions
15507,167,1,492.36,3,1,2,312,Potential Loyalist
15508,184,6,1000.27,3,4,3,343,Loyal Customers
15509,375,1,166.51,2,1,1,211,Lost
15510,326,1,250,2,1,1,211,Lost
15511,7,5,909.23,5,4,3,543,Loyal Customers
15512,151,4,331.58,3,3,2,332,Potential Loyalist
15513,28,35,27750.55,4,5,5,455,Champions
15514,7,18,6598.55,5,5,5,555,Champions
15515,382,1,171.81,2,1,1,211,Lost
15516,40,3,62.43,4,3,1,431,Potential Loyalist
15517,228,1,267.03,2,1,1,211,Lost
15518,60,15,4218.94,3,5,5,355,Loyal Customers
15519,378,2,344.61,2,2,2,222,Lost
15521,35,16,7106.69,4,5,5,455,Champions
15522,28,2,398.84,4,2,2,422,Recent Customers
15523,79,16,17359.99,3,5,5,355,Loyal Customers
15524,20,2,591.4,4,2,2,422,Recent Customers
15525,13,3,981.01,5,3,3,533,Loyal Customers
15526,28,2,148.44,4,2,1,421,Recent Customers
15527,14,23,5575.64,5,5,5,555,Champions
15528,249,1,229.33,2,1,1,211,Lost
15529,18,12,5111.95,5,5,5,555,Champions
15530,17,5,1813.72,5,4,4,544,Champions
15531,3,2,2007.44,5,2,4,524,Recent Customers
15532,20,10,3771.9,4,5,5,455,Champions
15533,14,3,807.57,5,3,3,533,Loyal Customers
15534,721,1,162.25,1,1,1,111,Lost
15535,168,6,1087.82,3,4,3,343,Loyal Customers
15536,404,1,259.09,2,1,1,211,Lost
15537,159,1,110.92,3,1,1,311,Potential Loyalist
15538,533,6,3358.4,1,4,5,145,At Risk
15539,2,1,538.46,5,1,2,512,Recent Customers
15540,6,2,460.68,5,2,2,522,Recent Customers
15541,109,1,85.13,3,1,1,311,Potential Loyalist
15542,507,3,918.45,1,3,3,133,At Risk
15543,283,2,242.84,2,2,1,221,Lost
15544,4,20,8162.43,5,5,5,555,Champions
15545,49,2,428.05,4,2,2,422,Recent Customers
15546,602,2,1079.1,1,2,3,123,Lost
15547,3,26,10154.39,5,5,5,555,Champions
15548,591,1,158.09,1,1,1,111,Lost
15549,72,8,2345.96,3,4,4,344,Loyal Customers
15550,101,11,2076.45,3,5,4,354,Loyal Customers
15551,32,7,1710.08,4,4,4,444,Champions
15552,212,2,252.52,2,2,1,221,Lost
15553,55,1,437.23,4,1,2,412,Recent Customers
15554,273,1,217.2,2,1,1,211,Lost
15555,7,36,12112.35,5,5,5,555,Champions
15556,19,1,279.77,5,1,1,511,Recent Customers
15557,24,1,473.65,4,1,2,412,Recent Customers
15558,634,1,214.13,1,1,1,111,Lost
15559,563,1,1109.4,1,1,3,113,Lost
15560,393,2,153.52,2,2,1,221,Lost
15561,7,8,1934.39,5,4,4,544,Champions
15562,347,3,673.38,2,3,3,233,At Risk
15563,17,7,2867,5,4,4,544,Champions
15564,458,2,70.74,1,2,1,121,Lost
15565,45,2,173.16,4,2,1,421,Recent Customers
15566,388,2,227.87,2,2,1,221,Lost
15567,14,1,186.01,5,1,1,511,Recent Customers
15568,40,2,422.52,4,2,2,422,Recent Customers
15569,99,10,3586.35,3,5,5,355,Loyal Customers
15570,2,25,9311.04,5,5,5,555,Champions
15571,7,14,4051.63,5,5,5,555,Champions
15572,21,9,3873.69,4,5,5,455,Champions
15573,27,5,1207.18,4,4,3,443,Loyal Customers
15574,173,6,1518.7,3,4,4,344,Loyal Customers
15575,615,1,30.1,1,1,1,111,Lost
15576,33,1,940.67,4,1,3,413,Recent Customers
15577,146,5,397.98,3,4,2,342,Potential Loyalist
15578,158,1,127.1,3,1,1,311,Potential Loyalist
15579,64,5,1302.5,3,4,4,344,Loyal Customers
15580,372,8,1381.19,2,4,4,244,At Risk
15581,116,38,7794.59,3,5,5,355,Loyal Customers
15582,20,3,682.91,4,3,3,433,Loyal Customers
15583,371,1,107.86,2,1,1,211,Lost
15584,19,6,1277.5,5,4,4,544,Champions
15585,172,1,455.3,3,1,2,312,Potential Loyalist
15586,588,3,1139.1,1,3,3,133,At Risk
15587,45,7,1522.08,4,4,4,444,Champions
15588,673,1,579.6,1,1,2,112,Lost
15589,251,3,478.53,2,3,2,232,At Risk
15590,377,5,1496.6,2,4,4,244,At Risk
15591,578,3,217.9,1,3,1,131,At Risk
15592,42,1,388.58,4,1,2,412,Recent Customers
15593,66,1,199.8,3,1,1,311,Potential Loyalist
15594,11,5,1771.78,5,4,4,544,Champions
15595,483,1,357.6,1,1,2,112,Lost
15596,96,9,3130.04,3,5,5,355,Loyal Customers
15597,30,2,563.37,4,2,2,422,Recent Customers
15598,48,2,548.02,4,2,2,422,Recent Customers
15599,22,3,1250.06,4,3,4,434,Loyal Customers
15600,423,4,1199.31,1,3,3,133,At Risk
15601,6,30,14960.12,5,5,5,555,Champions
15602,3,16,3230.51,5,5,5,555,Champions
15603,74,2,88.48,3,2,1,321,Potential Loyalist
15604,47,1,216.39,4,1,1,411,Recent Customers
15605,31,9,1936.8,4,5,4,454,Champions
15606,56,17,5230.99,4,5,5,455,Champions
15607,332,9,1708.97,2,5,4,254,At Risk
15608,23,5,1785.98,4,4,4,444,Champions
15609,180,1,298.48,3,1,2,312,Potential Loyalist
15610,47,1,112.46,4,1,1,411,Recent Customers
15611,5,26,2997.28,5,5,5,555,Champions
15612,31,2,195.15,4,2,1,421,Recent Customers
15613,606,1,433.72,1,1,2,112,Lost
15614,433,4,3147.36,1,3,5,135,At Risk
15615,5,47,21373.97,5,5,5,555,Champions
15616,434,1,317.11,1,1,2,112,Lost
15617,391,3,828.55,2,3,3,233,At Risk
15618,28,4,776.85,4,3,3,433,Loyal Customers
15619,6,1,336.4,5,1,2,512,Recent Customers
15620,52,4,1942.36,4,3,4,434,Loyal Customers
15621,6,2,1044.96,5,2,3,523,Recent Customers
15622,38,17,7852.61,4,5,5,455,Champions
15623,136,8,2437.05,3,5,4,354,Loyal Customers
15624,112,4,588.13,3,3,2,332,Potential Loyalist
15625,99,9,3236.4,3,5,5,355,Loyal Customers
15626,70,3,1067.52,3,3,3,333,Loyal Customers
15627,452,2,566.9,1,2,2,122,Lost
15628,20,16,5449.31,4,5,5,455,Champions
15629,445,4,2240.9,1,3,4,134,At Risk
15630,40,3,1481.4,4,3,4,434,Loyal Customers
15631,637,1,596.67,1,1,2,112,Lost
15632,11,8,3285.31,5,5,5,555,Champions
15633,504,13,4352.46,1,5,5,155,At Risk
15634,12,2,554.65,5,2,2,522,Recent Customers
15635,391,1,100.35,2,1,1,211,Lost
15636,85,4,1444.58,3,3,4,334,Loyal Customers
15637,48,5,797.59,4,4,3,443,Loyal Customers
15638,374,6,2265.2,2,4,4,244,At Risk
15639,129,3,1065.08,3,3,3,333,Loyal Customers
15640,11,28,22771.1,5,5,5,555,Champions
15641,100,12,5345.55,3,5,5,355,Loyal Customers
15642,725,1,105.78,1,1,1,111,Lost
15643,187,3,664,3,3,3,333,Loyal Customers
15644,161,4,813,3,3,3,333,Loyal Customers
15645,14,3,1055.17,5,3,3,533,Loyal Customers
15646,153,5,974.61,3,4,3,343,Loyal Customers
15647,410,1,169,1,1,1,111,Lost
15648,199,2,657.35,2,2,3,223,Lost
15649,331,4,2170.35,2,3,4,234,At Risk
15650,517,2,553.88,1,2,2,122,Lost
15651,32,5,1259.06,4,4,4,444,Champions
15652,86,5,1420.34,3,4,4,344,Loyal Customers
15653,88,2,877.44,3,2,3,323,Potential Loyalist
15654,5,2,922.53,5,2,3,523,Recent Customers
15655,238,1,560.67,2,1,2,212,Lost
15656,40,4,748.5,4,3,3,433,Loyal Customers
15657,18,1,30,5,1,1,511,Recent Customers
15658,185,8,2423.47,3,5,4,354,Loyal Customers
15659,39,3,532.49,4,3,2,432,Potential Loyalist
15660,20,15,2812.99,4,5,4,454,Champions
15661,312,8,1215.95,2,5,3,253,At Risk
15662,656,2,283.73,1,2,1,121,Lost
15663,101,1,138.14,3,1,1,311,Potential Loyalist
15664,46,4,1254.03,4,3,4,434,Loyal Customers
15665,163,5,4015.12,3,4,5,345,Loyal Customers
15666,467,2,632.94,1,2,3,123,Lost
15667,35,1,301.32,4,1,2,412,Recent Customers
15668,213,1,76.32,2,1,1,211,Lost
15669,35,4,684.34,4,3,3,433,Loyal Customers
15670,292,2,325.2,2,2,2,222,Lost
15671,14,7,2657.13,5,4,4,544,Champions
15672,720,1,45.3,1,1,1,111,Lost
15673,83,9,6414.79,3,5,5,355,Loyal Customers
15674,68,13,6948.23,3,5,5,355,Loyal Customers
15675,76,4,542.04,3,3,2,332,Potential Loyalist
15676,14,3,3435.76,5,3,5,535,Loyal Customers
15677,44,3,1305.63,4,3,4,434,Loyal Customers
15678,48,3,1893.89,4,3,4,434,Loyal Customers
15679,19,4,781.28,5,3,3,533,Loyal Customers
15680,4,10,4507.58,5,5,5,555,Champions
15681,20,14,2989.7,4,5,5,455,Champions
15682,594,2,318.24,1,2,2,122,Lost
15683,113,2,524.54,3,2,2,322,Potential Loyalist
15684,542,3,173.95,1,3,1,131,At Risk
